,Label,Predict,MSE,Euclidean Distance
457,"tensor([[ 0.9070,  6.5480, -3.6140]])","tensor([[-1.3133,  6.2006, -0.8475]])",4.234568119049072,3.564225673675537
458,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-1.3133,  6.2005, -0.8475]])",0.5753465294837952,1.3137868642807007
459,"tensor([[-1.8830,  4.1690, -1.1910]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.523203730583191,2.1376633644104004
460,"tensor([[ 1.6840,  5.6270, -2.2380]])","tensor([[-1.3133,  6.2004, -0.8475]])",3.7486908435821533,3.3535168170928955
461,"tensor([[-1.0400,  5.7070, -1.8060]])","tensor([[-1.3133,  6.2006, -0.8475]])",0.41231074929237366,1.1121734380722046
462,"tensor([[ 2.9430,  6.5080, -3.5080]])","tensor([[-1.3133,  6.2005, -0.8475]])",8.429516792297363,5.028772354125977
463,"tensor([[ 5.1090,  7.6540, -7.6890]])","tensor([[-1.3133,  6.2005, -0.8475]])",30.05463218688965,9.495467185974121
464,"tensor([[-0.2580,  5.0750, -1.2000]])","tensor([[-1.3133,  6.2006, -0.8475]])",0.8349067568778992,1.5826305150985718
465,"tensor([[ 1.4150,  7.0450, -3.3330]])","tensor([[-1.3133,  6.2006, -0.8475]])",4.778051376342773,3.7860476970672607
466,"tensor([[ 4.0720,  4.7810, -2.1810]])","tensor([[-1.3133,  6.2006, -0.8475]])",10.931556701660156,5.726663589477539
467,"tensor([[ 4.0720,  4.7810, -2.1810]])","tensor([[-1.3133,  6.2005, -0.8475]])",10.931472778320312,5.726641654968262
468,"tensor([[ 2.1250,  6.4150, -2.2430]])","tensor([[-1.3133,  6.2006, -0.8475]])",4.605034828186035,3.7168681621551514
469,"tensor([[-1.0400,  5.7070, -1.8060]])","tensor([[-1.3133,  6.2005, -0.8475]])",0.41229915618896484,1.1121578216552734
470,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-1.3133,  6.2005, -0.8475]])",0.5753477811813354,1.3137882947921753
471,"tensor([[ 5.1090,  7.6540, -7.6890]])","tensor([[-1.3133,  6.2005, -0.8475]])",30.054702758789062,9.495478630065918
472,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-1.3133,  6.2005, -0.8475]])",0.575354278087616,1.3137956857681274
473,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.7045763731002808,2.2613558769226074
474,"tensor([[ 1.9880,  5.9960, -1.5460]])","tensor([[-1.3133,  6.2005, -0.8475]])",3.809384346008301,3.3805558681488037
475,"tensor([[ 2.5450,  5.5820, -2.2110]])","tensor([[-1.3133,  6.2005, -0.8475]])",5.709341526031494,4.138602256774902
476,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-1.3133,  6.2004, -0.8475]])",1.704501748085022,2.2613065242767334
477,"tensor([[-1.8190,  6.5460, -0.2430]])","tensor([[-1.3133,  6.2006, -0.8475]])",0.24684929847717285,0.8605514168739319
478,"tensor([[-2.3970,  6.8410, -2.1630]])","tensor([[-1.3134,  6.2002, -0.8475]])",1.1051467657089233,1.8208341598510742
479,"tensor([[-1.8190,  6.5460, -0.2430]])","tensor([[-1.3133,  6.2006, -0.8475]])",0.2468411922454834,0.8605373501777649
480,"tensor([[ 0.3560,  4.1770, -1.1530]])","tensor([[-1.3133,  6.2005, -0.8475]])",2.3248536586761475,2.640939235687256
481,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.7045856714248657,2.261362314224243
482,"tensor([[ 0.0170,  6.0500, -2.6530]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.6840060949325562,2.247669219970703
483,"tensor([[-1.0400,  5.7070, -1.8060]])","tensor([[-1.3133,  6.2005, -0.8475]])",0.4123016595840454,1.1121612787246704
484,"tensor([[-0.0250,  6.4440, -2.0570]])","tensor([[-1.3133,  6.2006, -0.8475]])",1.0605815649032593,1.7837446928024292
485,"tensor([[ 2.5450,  5.5820, -2.2110]])","tensor([[-1.3133,  6.2006, -0.8475]])",5.709369659423828,4.138612270355225
486,"tensor([[ 0.0170,  6.0500, -2.6530]])","tensor([[-1.3133,  6.2006, -0.8475]])",1.6840062141418457,2.2476694583892822
487,"tensor([[ 0.7750,  4.3370, -0.7790]])","tensor([[-1.3133,  6.2005, -0.8475]])",2.6127095222473145,2.799665927886963
488,"tensor([[-0.2970,  3.4530,  0.7770]])","tensor([[-1.3133,  6.2005, -0.8475]])",3.7402963638305664,3.349759578704834
489,"tensor([[-0.2970,  3.4530,  0.7770]])","tensor([[-1.3133,  6.2006, -0.8475]])",3.7403318881988525,3.3497753143310547
490,"tensor([[ 1.6840,  5.6270, -2.2380]])","tensor([[-1.3133,  6.2006, -0.8475]])",3.748708486557007,3.353524684906006
491,"tensor([[ 0.7750,  4.3370, -0.7790]])","tensor([[-1.3135,  6.2001, -0.8476]])",2.6125175952911377,2.79956316947937
492,"tensor([[-0.2970,  3.4530,  0.7770]])","tensor([[-1.3133,  6.2005, -0.8475]])",3.7403175830841064,3.349769115447998
493,"tensor([[ 1.6840,  5.6270, -2.2380]])","tensor([[-1.3133,  6.2006, -0.8475]])",3.748685121536255,3.3535141944885254
494,"tensor([[-1.8830,  4.1690, -1.1910]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.523241639137268,2.137690305709839
495,"tensor([[ 0.7750,  4.3370, -0.7790]])","tensor([[-1.3133,  6.2004, -0.8475]])",2.6126601696014404,2.7996394634246826
496,"tensor([[-1.6480,  4.5620, -0.2880]])","tensor([[-1.3133,  6.2006, -0.8475]])",1.0366559028625488,1.7635092735290527
497,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-1.3133,  6.2004, -0.8475]])",1.704529881477356,2.2613251209259033
498,"tensor([[ 1.3870,  6.8650, -3.0280]])","tensor([[-1.3133,  6.2005, -0.8475]])",4.162489891052246,3.533761739730835
499,"tensor([[ 1.9880,  5.9960, -1.5460]])","tensor([[-1.3133,  6.2006, -0.8475]])",3.80938982963562,3.3805582523345947
500,"tensor([[ 1.3870,  6.8650, -3.0280]])","tensor([[-1.3133,  6.2006, -0.8475]])",4.162482261657715,3.5337586402893066
501,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-1.3133,  6.2005, -0.8475]])",0.575311005115509,1.3137463331222534
502,"tensor([[ 0.7950,  5.2420, -2.3720]])","tensor([[-1.3133,  6.2005, -0.8475]])",2.5625457763671875,2.7726588249206543
503,"tensor([[-0.6150,  4.4690, -1.2310]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.2109243869781494,1.9059828519821167
504,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-1.3133,  6.2005, -0.8475]])",0.5753467679023743,1.3137872219085693
505,"tensor([[-0.3930,  0.9490,  0.2780]])","tensor([[-1.3133,  6.2005, -0.8475]])",9.897225379943848,5.449006080627441
506,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.704590916633606,2.2613656520843506
507,"tensor([[-2.3970,  6.8410, -2.1630]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.105021357536316,1.8207308053970337
508,"tensor([[ 1.4150,  7.0450, -3.3330]])","tensor([[-1.3133,  6.2006, -0.8475]])",4.778193950653076,3.786104202270508
509,"tensor([[-1.8830,  4.1690, -1.1910]])","tensor([[-1.3133,  6.2003, -0.8475]])",1.522882342338562,2.1374378204345703
510,"tensor([[-1.8190,  6.5460, -0.2430]])","tensor([[-1.3133,  6.2006, -0.8475]])",0.2468397170305252,0.8605347871780396
511,"tensor([[-0.6150,  4.4690, -1.2310]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.2109440565109253,1.9059983491897583
512,"tensor([[ 2.9430,  6.5080, -3.5080]])","tensor([[-1.3133,  6.2005, -0.8475]])",8.4296236038208,5.028804302215576
513,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-1.3133,  6.2005, -0.8475]])",0.5753103494644165,1.3137456178665161
514,"tensor([[ 0.0170,  6.0500, -2.6530]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.6840076446533203,2.2476701736450195
515,"tensor([[-0.0250,  6.4440, -2.0570]])","tensor([[-1.3133,  6.2005, -0.8475]])",1.060581922531128,1.7837450504302979
516,"tensor([[-0.0250,  6.4440, -2.0570]])","tensor([[-1.3133,  6.2006, -0.8475]])",1.060587763786316,1.7837499380111694
517,"tensor([[ 1.3870,  6.8650, -3.0280]])","tensor([[-1.3133,  6.2005, -0.8475]])",4.162491321563721,3.533762216567993
518,"tensor([[-1.0400,  5.7070, -1.8060]])","tensor([[-1.3133,  6.2005, -0.8475]])",0.4123058319091797,1.1121668815612793
519,"tensor([[ 2.5450,  5.5820, -2.2110]])","tensor([[-1.3133,  6.2005, -0.8475]])",5.7093281745910645,4.138597011566162
520,"tensor([[-2.3970,  6.8410, -2.1630]])","tensor([[-1.3133,  6.2006, -0.8475]])",1.1050204038619995,1.8207300901412964
521,"tensor([[-1.8190,  6.5460, -0.2430]])","tensor([[-1.3133,  6.2005, -0.8475]])",0.24685122072696686,0.8605548143386841
522,"tensor([[ 2.9430,  6.5080, -3.5080]])","tensor([[-0.2171,  4.8507, -1.1921]])",6.032185077667236,4.254005432128906
523,"tensor([[ 0.0170,  6.0500, -2.6530]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.2091509103775024,1.9045872688293457
524,"tensor([[ 1.3870,  6.8650, -3.0280]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.3337514400482178,3.1624765396118164
525,"tensor([[-1.0400,  5.7070, -1.8060]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.5957561135292053,1.3368871212005615
526,"tensor([[-1.8830,  4.1690, -1.1910]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.0799332857131958,1.7999430894851685
527,"tensor([[ 5.1090,  7.6540, -7.6890]])","tensor([[-0.2171,  4.8507, -1.1921]])",26.1453914642334,8.856419563293457
528,"tensor([[-1.8190,  6.5460, -0.2430]])","tensor([[-0.2171,  4.8507, -1.1921]])",2.113595962524414,2.518092393875122
529,"tensor([[ 5.1090,  7.6540, -7.6890]])","tensor([[-0.2171,  4.8507, -1.1921]])",26.14531135559082,8.856406211853027
530,"tensor([[ 1.9880,  5.9960, -1.5460]])","tensor([[-0.2171,  4.8504, -1.1921]])",2.099956512451172,2.509955406188965
531,"tensor([[-1.8190,  6.5460, -0.2430]])","tensor([[-0.2171,  4.8507, -1.1921]])",2.1135952472686768,2.518092155456543
532,"tensor([[ 1.6840,  5.6270, -2.2380]])","tensor([[-0.2171,  4.8506, -1.1921]])",1.7703046798706055,2.3045425415039062
533,"tensor([[ 5.1090,  7.6540, -7.6890]])","tensor([[-0.2171,  4.8507, -1.1921]])",26.1453800201416,8.856417655944824
534,"tensor([[-0.2970,  3.4530,  0.7770]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.9457507133483887,2.4160408973693848
535,"tensor([[ 1.3870,  6.8650, -3.0280]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.333808183670044,3.162503480911255
536,"tensor([[-0.0250,  6.4440, -2.0570]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.107871413230896,1.8230787515640259
537,"tensor([[ 0.0170,  6.0500, -2.6530]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.209144949913025,1.9045826196670532
538,"tensor([[ 1.4150,  7.0450, -3.3330]])","tensor([[-0.2171,  4.8507, -1.1921]])",4.020784378051758,3.473090171813965
539,"tensor([[ 4.0720,  4.7810, -2.1810]])","tensor([[-0.2170,  4.8504, -1.1921]])",6.459535121917725,4.402114391326904
540,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.4290958344936371,1.1345884799957275
541,"tensor([[ 3.9350,  7.8010, -6.8260]])","tensor([[-0.2171,  4.8506, -1.1920]])",19.228761672973633,7.59514856338501
542,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.42909133434295654,1.13458251953125
543,"tensor([[ 2.5450,  5.5820, -2.2110]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.067479372024536,3.033552885055542
544,"tensor([[ 0.7750,  4.3370, -0.7790]])","tensor([[-0.2170,  4.8506, -1.1922]])",0.47284969687461853,1.19102942943573
545,"tensor([[-0.6150,  4.4690, -1.2310]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.10183078050613403,0.552712082862854
546,"tensor([[ 1.3870,  6.8650, -3.0280]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.3337535858154297,3.162477493286133
547,"tensor([[ 2.5450,  5.5820, -2.2110]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.067445993423462,3.033536434173584
548,"tensor([[ 2.9430,  6.5080, -3.5080]])","tensor([[-0.2171,  4.8507, -1.1921]])",6.032188415527344,4.254006385803223
549,"tensor([[-1.6480,  4.5620, -0.2880]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.9826902747154236,1.7169941663742065
550,"tensor([[-0.2970,  3.4530,  0.7770]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.945737361907959,2.416032552719116
551,"tensor([[ 1.3870,  6.8650, -3.0280]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.3337504863739014,3.162475824356079
552,"tensor([[ 1.4150,  7.0450, -3.3330]])","tensor([[-0.2171,  4.8504, -1.1921]])",4.021068572998047,3.4732131958007812
553,"tensor([[-1.0400,  5.7070, -1.8060]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.5957610011100769,1.3368926048278809
554,"tensor([[-2.3970,  6.8410, -2.1630]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.2186481952667236,3.107401132583618
555,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-0.2171,  4.8506, -1.1921]])",0.4290864169597626,1.1345759630203247
556,"tensor([[ 0.7950,  5.2420, -2.3720]])","tensor([[-0.2171,  4.8505, -1.1921]])",0.8565912246704102,1.6030515432357788
557,"tensor([[-2.3970,  6.8410, -2.1630]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.2186596393585205,3.1074068546295166
558,"tensor([[-1.8190,  6.5460, -0.2430]])","tensor([[-0.2171,  4.8507, -1.1920]])",2.113640069961548,2.5181188583374023
559,"tensor([[-1.8830,  4.1690, -1.1910]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.0799487829208374,1.7999560832977295
560,"tensor([[-0.0250,  6.4440, -2.0570]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.107871413230896,1.8230786323547363
561,"tensor([[ 1.6840,  5.6270, -2.2380]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.7702951431274414,2.3045365810394287
562,"tensor([[-1.6480,  4.5620, -0.2880]])","tensor([[-0.2171,  4.8506, -1.1921]])",0.9827141165733337,1.7170151472091675
563,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.64364492893219,2.2205703258514404
564,"tensor([[-0.3930,  0.9490,  0.2780]])","tensor([[-0.2171,  4.8507, -1.1921]])",5.804986476898193,4.173122882843018
565,"tensor([[ 3.9350,  7.8010, -6.8260]])","tensor([[-0.2170,  4.8506, -1.1921]])",19.22850227355957,7.595097541809082
566,"tensor([[ 0.7750,  4.3370, -0.7790]])","tensor([[-0.2171,  4.8506, -1.1921]])",0.47291305661201477,1.1911091804504395
567,"tensor([[ 2.1250,  6.4150, -2.2430]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.0123393535614014,3.006164312362671
568,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.6436306238174438,2.2205605506896973
569,"tensor([[-1.6480,  4.5620, -0.2880]])","tensor([[-0.2171,  4.8506, -1.1921]])",0.9827115535736084,1.7170130014419556
570,"tensor([[ 0.7750,  4.3370, -0.7790]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.4729419946670532,1.1911455392837524
571,"tensor([[ 0.7950,  5.2420, -2.3720]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.8565783500671387,1.6030393838882446
572,"tensor([[-1.0400,  5.7070, -1.8060]])","tensor([[-0.2170,  4.8500, -1.1922]])",0.5961971879005432,1.3373819589614868
573,"tensor([[-1.8830,  4.1690, -1.1910]])","tensor([[-0.2171,  4.8506, -1.1921]])",1.0799555778503418,1.7999616861343384
574,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-0.2171,  4.8506, -1.1921]])",0.4291008412837982,1.1345950365066528
575,"tensor([[-0.2970,  3.4530,  0.7770]])","tensor([[-0.2171,  4.8505, -1.1921]])",1.9456084966659546,2.415952444076538
576,"tensor([[-2.3970,  6.8410, -2.1630]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.218637466430664,3.107395887374878
577,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.6436567306518555,2.220578193664551
578,"tensor([[ 0.0170,  6.0500, -2.6530]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.2091541290283203,1.9045897722244263
579,"tensor([[ 2.5450,  5.5820, -2.2110]])","tensor([[-0.2169,  4.8505, -1.1920]])",3.0672366619110107,3.033432722091675
580,"tensor([[ 5.1090,  7.6540, -7.6890]])","tensor([[-0.2171,  4.8507, -1.1921]])",26.145370483398438,8.856416702270508
581,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.4290909767150879,1.1345820426940918
582,"tensor([[-2.2290,  4.9200,  0.1860]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.983843445777893,2.439575672149658
583,"tensor([[ 0.3560,  4.1770, -1.1530]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.2612897753715515,0.8853638768196106
584,"tensor([[ 2.1250,  6.4150, -2.2430]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.0123488903045654,3.006169080734253
585,"tensor([[ 2.9430,  6.5080, -3.5080]])","tensor([[-0.2171,  4.8507, -1.1921]])",6.032186985015869,4.2540059089660645
586,"tensor([[ 0.0170,  6.0500, -2.6530]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.209145426750183,1.9045829772949219
587,"tensor([[ 5.1090,  7.6540, -7.6890]])","tensor([[-0.2171,  4.8507, -1.1921]])",26.145401000976562,8.85642147064209
588,"tensor([[ 2.9430,  6.5080, -3.5080]])","tensor([[-0.2168,  4.8491, -1.1923]])",6.0328240394592285,4.254230499267578
589,"tensor([[ 0.7950,  5.2420, -2.3720]])","tensor([[-0.2170,  4.8502, -1.1922]])",0.8565747141838074,1.6030360460281372
590,"tensor([[ 1.6840,  5.6270, -2.2380]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.770293116569519,2.304535150527954
591,"tensor([[-0.2970,  3.4530,  0.7770]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.9457263946533203,2.4160256385803223
592,"tensor([[-0.3930,  0.9490,  0.2780]])","tensor([[-0.2171,  4.8507, -1.1921]])",5.805082321166992,4.173157215118408
593,"tensor([[ 1.4150,  7.0450, -3.3330]])","tensor([[-0.2171,  4.8507, -1.1921]])",4.020776271820068,3.4730865955352783
594,"tensor([[ 2.5450,  5.5820, -2.2110]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.0674540996551514,3.0335402488708496
595,"tensor([[ 1.6840,  5.6270, -2.2380]])","tensor([[-0.2166,  4.8482, -1.1925]])",1.7706354856491089,2.304758071899414
596,"tensor([[ 0.9070,  6.5480, -3.6140]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.336740493774414,3.163893461227417
597,"tensor([[ 3.9350,  7.8010, -6.8260]])","tensor([[-0.2170,  4.8506, -1.1922]])",19.227962493896484,7.594991207122803
598,"tensor([[-0.0250,  6.4440, -2.0570]])","tensor([[-0.2169,  4.8495, -1.1922]])",1.1089907884597778,1.8239995241165161
599,"tensor([[ 0.7750,  4.3370, -0.7790]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.4729265868663788,1.1911261081695557
600,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.6436651945114136,2.220583915710449
601,"tensor([[-0.3930,  0.9490,  0.2780]])","tensor([[-0.2171,  4.8507, -1.1921]])",5.804993152618408,4.173125267028809
602,"tensor([[ 0.0170,  6.0500, -2.6530]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.2091439962387085,1.9045817852020264
603,"tensor([[ 0.9070,  6.5480, -3.6140]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.336747169494629,3.1638967990875244
604,"tensor([[ 1.4150,  7.0450, -3.3330]])","tensor([[-0.2171,  4.8507, -1.1921]])",4.020813465118408,3.4731028079986572
605,"tensor([[-2.3970,  6.8410, -2.1630]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.2186195850372314,3.1073873043060303
606,"tensor([[-1.8190,  6.5460, -0.2430]])","tensor([[-0.2171,  4.8507, -1.1921]])",2.1136131286621094,2.5181026458740234
607,"tensor([[ 0.0170,  6.0500, -2.6530]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.2091498374938965,1.9045864343643188
608,"tensor([[ 0.9070,  6.5480, -3.6140]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.336737871170044,3.1638922691345215
609,"tensor([[ 0.7750,  4.3370, -0.7790]])","tensor([[-0.2165,  4.8478, -1.1926]])",0.47167202830314636,1.1895452737808228
610,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.6436715126037598,2.220588207244873
611,"tensor([[ 3.9350,  7.8010, -6.8260]])","tensor([[-0.2171,  4.8507, -1.1921]])",19.2285213470459,7.595101356506348
612,"tensor([[ 2.5450,  5.5820, -2.2110]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.0674564838409424,3.033541679382324
613,"tensor([[ 1.3870,  6.8650, -3.0280]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.3337504863739014,3.162476062774658
614,"tensor([[-0.2580,  5.0750, -1.2000]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.01734822988510132,0.22813381254673004
615,"tensor([[-1.8190,  6.5460, -0.2430]])","tensor([[-0.2171,  4.8507, -1.1921]])",2.1135976314544678,2.5180935859680176
616,"tensor([[-1.8190,  6.5460, -0.2430]])","tensor([[-0.2171,  4.8507, -1.1921]])",2.113611936569214,2.5181021690368652
617,"tensor([[ 1.9880,  5.9960, -1.5460]])","tensor([[-0.2171,  4.8507, -1.1921]])",2.0998549461364746,2.509894371032715
618,"tensor([[ 1.4150,  7.0450, -3.3330]])","tensor([[-0.2172,  4.8507, -1.1921]])",4.020833492279053,3.473111391067505
619,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-0.2171,  4.8506, -1.1921]])",1.6436995267868042,2.220607280731201
620,"tensor([[-2.2290,  4.9200,  0.1860]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.9838465452194214,2.439577579498291
621,"tensor([[ 1.4150,  7.0450, -3.3330]])","tensor([[-0.2147,  4.8390, -1.1941]])",4.032375335693359,3.478092908859253
622,"tensor([[ 5.1090,  7.6540, -7.6890]])","tensor([[-0.2171,  4.8507, -1.1921]])",26.14540672302246,8.856422424316406
623,"tensor([[-0.0250,  6.4440, -2.0570]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.1078685522079468,1.8230762481689453
624,"tensor([[-0.2580,  5.0750, -1.2000]])","tensor([[-0.2171,  4.8506, -1.1921]])",0.017357181757688522,0.22819265723228455
625,"tensor([[-2.3970,  6.8410, -2.1630]])","tensor([[-0.2096,  4.8148, -1.1982]])",3.2736661434173584,3.1338469982147217
626,"tensor([[ 3.9350,  7.8010, -6.8260]])","tensor([[-0.2171,  4.8507, -1.1921]])",19.228546142578125,7.59510612487793
627,"tensor([[-1.0400,  5.7070, -1.8060]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.5957568883895874,1.3368879556655884
628,"tensor([[ 1.3870,  6.8650, -3.0280]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.333754539489746,3.162477970123291
629,"tensor([[-0.2580,  5.0750, -1.2000]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.01734778843820095,0.22813090682029724
630,"tensor([[-1.8830,  4.1690, -1.1910]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.0799485445022583,1.7999558448791504
631,"tensor([[ 0.5180,  4.9760, -0.3370]])","tensor([[-0.2168,  4.8491, -1.1923]])",0.42917200922966003,1.1346890926361084
632,"tensor([[ 1.9880,  5.9960, -1.5460]])","tensor([[-0.2171,  4.8507, -1.1921]])",2.0998594760894775,2.509897232055664
633,"tensor([[-2.3470,  5.3900, -0.8700]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.6436433792114258,2.220569372177124
634,"tensor([[ 4.0720,  4.7810, -2.1810]])","tensor([[-0.2172,  4.8507, -1.1920]])",6.459987640380859,4.402268409729004
635,"tensor([[-0.6150,  4.4690, -1.2310]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.10183033347129822,0.5527108907699585
636,"tensor([[-0.3930,  0.9490,  0.2780]])","tensor([[-0.2171,  4.8507, -1.1921]])",5.805047512054443,4.173144817352295
637,"tensor([[ 2.1250,  6.4150, -2.2430]])","tensor([[-0.2171,  4.8507, -1.1921]])",3.0123491287231445,3.006169080734253
638,"tensor([[ 0.7950,  5.2420, -2.3720]])","tensor([[-0.2170,  4.8503, -1.1920]])",0.8567007184028625,1.603153944015503
639,"tensor([[ 2.9430,  6.5080, -3.5080]])","tensor([[-0.2171,  4.8507, -1.1921]])",6.032192230224609,4.254007816314697
640,"tensor([[ 4.0720,  4.7810, -2.1810]])","tensor([[-0.2171,  4.8507, -1.1921]])",6.459815979003906,4.402210235595703
641,"tensor([[ 0.7950,  5.2420, -2.3720]])","tensor([[-0.2171,  4.8505, -1.1921]])",0.8565800786018372,1.6030410528182983
642,"tensor([[ 1.9880,  5.9960, -1.5460]])","tensor([[-0.2171,  4.8507, -1.1921]])",2.0998575687408447,2.5098960399627686
643,"tensor([[-0.2970,  3.4530,  0.7770]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.9457272291183472,2.4160261154174805
644,"tensor([[-1.8830,  4.1690, -1.1910]])","tensor([[-0.2171,  4.8506, -1.1921]])",1.0799261331558228,1.799937129020691
645,"tensor([[ 3.9350,  7.8010, -6.8260]])","tensor([[-0.2171,  4.8507, -1.1921]])",19.228548049926758,7.595106601715088
646,"tensor([[ 0.9070,  6.5480, -3.6140]])","tensor([[-0.2170,  4.8506, -1.1920]])",3.336836576461792,3.1639389991760254
647,"tensor([[ 1.6840,  5.6270, -2.2380]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.7702903747558594,2.3045332431793213
648,"tensor([[ 1.3870,  6.8650, -3.0280]])","tensor([[-0.2171,  4.8506, -1.1921]])",3.3338775634765625,3.162536144256592
649,"tensor([[-1.5530,  5.2930, -0.6020]])","tensor([[-0.2171,  4.8507, -1.1921]])",0.7761260867118835,1.5259021520614624
650,"tensor([[-2.2290,  4.9200,  0.1860]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.9838441610336304,2.4395759105682373
651,"tensor([[-2.2290,  4.9200,  0.1860]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.98385488986969,2.4395828247070312
652,"tensor([[-1.0400,  5.7070, -1.8060]])","tensor([[-0.2169,  4.8506, -1.1922]])",0.5958346724510193,1.3369752168655396
653,"tensor([[ 1.6840,  5.6270, -2.2380]])","tensor([[-0.2171,  4.8507, -1.1921]])",1.77029550075531,2.304536819458008
